"대카테고리 코드","대카테고리 명","중카테고리 코드","중카테고리 명","소카테고리 코드","소카테고리 명"
"100000001","여성복","200000001","정장","300002246","정장 바지"
"100000001","여성복","200000001","정장","300002247","정장 치마"
"100000001","여성복","200000001","정장","300002248","정장 원피스"
"100000001","여성복","200000001","정장","300002249","기타 정장"
"100000001","여성복","200000002","원피스・드레스","300000001","드레스"
"100000001","여성복","200000002","원피스・드레스","300000008","꽃무늬・스트라이프・패턴"
"100000001","여성복","200000002","원피스・드레스","300002193","긴팔 미니 원피스"
"100000001","여성복","200000002","원피스・드레스","300002194","니트"
"100000001","여성복","200000002","원피스・드레스","300002195","기타 원피스"
"100000001","여성복","200000002","원피스・드레스","300002250","셔츠 원피스"
"100000001","여성복","200000002","원피스・드레스","300002506","긴팔 롱 원피스"
"100000001","여성복","200000002","원피스・드레스","300002767","티셔츠 원피스"
"100000001","여성복","200000002","원피스・드레스","300002768","민소매 미니 원피스"
"100000001","여성복","200000002","원피스・드레스","300002769","반팔 미니 원피스"
"100000001","여성복","200000002","원피스・드레스","300002770","민소매 롱 원피스"
"100000001","여성복","200000002","원피스・드레스","300002771","반팔 롱 원피스"
"100000001","여성복","200000002","원피스・드레스","300002862","데님 원피스"
"100000001","여성복","200000002","원피스・드레스","320001438","쉬폰 원피스"
"100000001","여성복","200000002","원피스・드레스","320001439","레이스 원피스"
"100000001","여성복","200000002","원피스・드레스","320001440","튜브톱 원피스 "
"100000001","여성복","200000002","원피스・드레스","320001441","캐미솔 원피스 "
"100000001","여성복","200000004","상의","300000012","캐미솔"
"100000001","여성복","200000004","상의","300000013","셔츠・블라우스"
"100000001","여성복","200000004","상의","300000025","니트"
"100000001","여성복","200000004","상의","300002188","트레이닝 상의 "
"100000001","여성복","200000004","상의","300002252","티셔츠"
"100000001","여성복","200000004","상의","300002253","튜닉"
"100000001","여성복","200000004","상의","300002254","폴로 셔츠"
"100000001","여성복","200000004","상의","300003071","가디건"
"100000001","여성복","200000004","상의","300003075","후드티"
"100000001","여성복","200000004","상의","320002477","탱크탑"
"100000001","여성복","200000009","바지","300000034","긴바지 "
"100000001","여성복","200000009","바지","300000038","청바지"
"100000001","여성복","200000009","바지","300000047","레깅스"
"100000001","여성복","200000009","바지","300002760","반바지・핫팬츠"
"100000001","여성복","200000009","바지","300002762","크롭 팬츠"
"100000001","여성복","200000009","바지","300002763","기타 바지"
"100000001","여성복","200000009","바지","320001449","카고 바지 "
"100000001","여성복","200000009","바지","320001450","사루엘 팬츠"
"100000001","여성복","200000011","스커트","300000040","미니 스커트"
"100000001","여성복","200000011","스커트","300002764","롱 스커트"
"100000001","여성복","200000011","스커트","300002765","치마바지 "
"100000001","여성복","200000011","스커트","300002859","미디움 스커트"
"100000001","여성복","200000011","스커트","300002860","기타 스커트"
"100000001","여성복","200000011","스커트","300003074","데님 스커트"
"100000001","여성복","200000012","아우터 ","300000041","점퍼・블루종"
"100000001","여성복","200000012","아우터 ","300000042","기타 아우터"
"100000001","여성복","200000012","아우터 ","300002186","다운 자켓・코트"
"100000001","여성복","200000012","아우터 ","300002187","라이더 자켓"
"100000001","여성복","200000012","아우터 ","300002189","트렌치 코트"
"100000001","여성복","200000012","아우터 ","300002190","퍼・모피"
"100000001","여성복","200000012","아우터 ","300002258","데님 자켓・코트"
"100000001","여성복","200000012","아우터 ","300002259","케이프 코트・망또"
"100000001","여성복","200000012","아우터 ","300002260","조끼"
"100000001","여성복","200000012","아우터 ","300002261","야상・밀리터리"
"100000001","여성복","200000012","아우터 ","320001123","노카라 자켓"
"100000001","여성복","200000012","아우터 ","320001125","체스터 코트"
"100000001","여성복","200000012","아우터 ","320001445","트위드 자켓"
"100000001","여성복","200000012","아우터 ","320001446","테일러 자켓"
"100000001","여성복","200000012","아우터 ","320001447","Ａ라인 코트 "
"100000001","여성복","200000012","아우터 ","320001448","피코트 "
"100000049","속옷・양말","200000015","양말・스타킹","300000048","양말"
"100000049","속옷・양말","200000015","양말・스타킹","300000049","스타킹"
"100000049","속옷・양말","200000015","양말・스타킹","300002267","기타 양말・스타킹"
"100000049","속옷・양말","200000015","양말・스타킹","320002478","타이즈"
"100000049","속옷・양말","200000015","양말・스타킹","320002725","압박 레깅스"
"100000049","속옷・양말","200000015","양말・스타킹","320002726","레그워머"
"100000049","속옷・양말","200000015","양말・스타킹","320002727","스포츠・요가레깅스"
"100000001","여성복","200000018","기모노・코스튬","300000052","기타 일본 전통의상"
"100000001","여성복","200000018","기모노・코스튬","300002268","유카타"
"100000001","여성복","200000018","기모노・코스튬","300002272","코스튬"
"100000001","여성복","200000018","기모노・코스튬","320001127","기모노"
"100000001","여성복","200000018","기모노・코스튬","320001128","일본 전통의상 소품 "
"100000002","남성 의류","200000020","상의","300000055","긴팔 셔츠"
"100000002","남성 의류","200000020","상의","300000056","반팔 셔츠"
"100000002","남성 의류","200000020","상의","300000057","기타 남성 상의"
"100000002","남성 의류","200000020","상의","300000071","니트・스웨터"
"100000002","남성 의류","200000020","상의","300000072","니트 티셔츠 "
"100000002","남성 의류","200000020","상의","300002275","7부 소매"
"100000002","남성 의류","200000020","상의","300002276","유니크 디자인"
"100000002","남성 의류","200000020","상의","300002277","후드 티셔츠"
"100000002","남성 의류","200000020","상의","300002294","폴로 셔츠"
"100000002","남성 의류","200000020","상의","300002295","캐주얼 셔츠"
"100000002","남성 의류","200000020","상의","300002296","탱크탑"
"100000002","남성 의류","200000020","상의","300003249","티셔츠"
"100000002","남성 의류","200000021","아우터","300000058","기타 아우터"
"100000002","남성 의류","200000021","아우터","300000059","A라인・피코트"
"100000002","남성 의류","200000021","아우터","300000060","점퍼・블루종"
"100000002","남성 의류","200000021","아우터","300002278","가디건"
"100000002","남성 의류","200000021","아우터","300002279","파카・트레이너"
"100000002","남성 의류","200000021","아우터","300002280","데님"
"100000002","남성 의류","200000021","아우터","300002282","케이프 코트・망또"
"100000002","남성 의류","200000021","아우터","300002283","조끼"
"100000002","남성 의류","200000021","아우터","300002284","다운 자켓"
"100000002","남성 의류","200000021","아우터","300002285","가죽・라이더 자켓"
"100000002","남성 의류","200000021","아우터","300002286","야상・밀리터리"
"100000002","남성 의류","200000021","아우터","300002287","롱코트"
"100000002","남성 의류","200000021","아우터","320001566","트위드 자켓"
"100000002","남성 의류","200000021","아우터","320001567","테일러 자켓"
"100000002","남성 의류","200000021","아우터","320001568","트렌치 코트"
"100000002","남성 의류","200000023","바지","300000062","청바지"
"100000002","남성 의류","200000023","바지","300000063","크롭 팬츠"
"100000002","남성 의류","200000023","바지","300000064","기타 바지"
"100000002","남성 의류","200000023","바지","300002207","스포츠 팬츠"
"100000002","남성 의류","200000023","바지","300002288","반바지"
"100000002","남성 의류","200000023","바지","300002289","긴바지 "
"100000002","남성 의류","200000025","속옷・양말","300000066","드로즈"
"100000002","남성 의류","200000025","속옷・양말","300000067","언더 셔츠"
"100000002","남성 의류","200000025","속옷・양말","300000068","기타"
"100000002","남성 의류","200000025","속옷・양말","300002290","기능성 이너웨어"
"100000002","남성 의류","200000025","속옷・양말","300002291","잠옷・홈웨어"
"100000002","남성 의류","200000025","속옷・양말","300002292","양말"
"100000002","남성 의류","200000025","속옷・양말","300002293","남성용 레깅스・타이즈"
"100000002","남성 의류","200000025","속옷・양말","320001569","트렁크"
"100000002","남성 의류","200000025","속옷・양말","320001570","브리프"
"100000002","남성 의류","200000031","기타 남성 패션","300000076","기타 남성 패션"
"100000002","남성 의류","200000031","기타 남성 패션","300002298","수영복"
"100000002","남성 의류","200000031","기타 남성 패션","300002299","빅 사이즈"
"100000002","남성 의류","200000031","기타 남성 패션","300002300","스몰 사이즈"
"100000002","남성 의류","200000031","기타 남성 패션","320001088","작업복"
"100000002","남성 의류","200000031","기타 남성 패션","320001096","상하의 세트 "
"100000044","남성용 가방・슈즈・액세서리","200000032","멘즈신발","300000078","캐쥬얼 슈즈 "
"100000044","남성용 가방・슈즈・액세서리","200000032","멘즈신발","300000081","기타 남성 신발"
"100000044","남성용 가방・슈즈・액세서리","200000032","멘즈신발","300000748","부츠"
"100000044","남성용 가방・슈즈・액세서리","200000032","멘즈신발","300002333","비지니스 슈즈"
"100000044","남성용 가방・슈즈・액세서리","200000032","멘즈신발","300002334","로퍼"
"100000044","남성용 가방・슈즈・액세서리","200000032","멘즈신발","320001468","슬리퍼"
"100000044","남성용 가방・슈즈・액세서리","200000032","멘즈신발","320001469","샌들"
"100000042","슈즈","200000033","구두","300000082","핀힐"
"100000042","슈즈","200000033","구두","300000084","오픈토"
"100000042","슈즈","200000033","구두","300000085","스퀘어토"
"100000042","슈즈","200000033","구두","300000088","기타 펌프스"
"100000042","슈즈","200000033","구두","300000745","라운드토"
"100000042","슈즈","200000033","구두","300000746","스틸레토"
"100000042","슈즈","200000033","구두","300002321","웨지솔"
"100000042","슈즈","200000033","구두","300002585","수제화"
"100000042","슈즈","200000033","구두","320001142","발레 슈즈"
"100000042","슈즈","200000034","스니커・슬립온","300000089","가죽 스니커즈"
"100000042","슈즈","200000034","스니커・슬립온","300000755","하이탑 스니커즈"
"100000042","슈즈","200000034","스니커・슬립온","300000756","로우탑 스니커즈"
"100000042","슈즈","200000034","스니커・슬립온","300000757","기타 스니커즈"
"100000042","슈즈","200000034","스니커・슬립온","300002312","웨지힐 스니커즈"
"100000042","슈즈","200000034","스니커・슬립온","300002324","통굽 스니커즈"
"100000042","슈즈","200000034","스니커・슬립온","300003049","슬립온"
"100000042","슈즈","200000035","샌들","300000090","크록스"
"100000042","슈즈","200000035","샌들","300000091","기타 샌들"
"100000042","슈즈","200000035","샌들","300000093","뮬"
"100000042","슈즈","200000035","샌들","300000094","비치 샌들 "
"100000042","슈즈","200000035","샌들","300002313","글레디에이터 샌들"
"100000042","슈즈","200000035","샌들","300002322","웨지 샌들"
"100000042","슈즈","200000035","샌들","300003050","스트랩 샌들"
"100000042","슈즈","200000035","샌들","300003051","통굽 샌들"
"100000042","슈즈","200000035","샌들","300003052","쪼리"
"100000042","슈즈","200000035","샌들","320001571","컴포트 샌들"
"100000042","슈즈","200000035","샌들","320001572","사보 샌들 "
"100000042","슈즈","200000035","샌들","320001616","슬리퍼"
"100000042","슈즈","200000035","샌들","320001617","실내화"
"100000004","시계・주얼리","200000037","쥬얼리","300002342","목걸이"
"100000004","시계・주얼리","200000037","쥬얼리","320001121","반지 "
"100000004","시계・주얼리","200000037","쥬얼리","320001451","발찌"
"100000004","시계・주얼리","200000037","쥬얼리","320001452","팔찌"
"100000004","시계・주얼리","200000037","쥬얼리","320001453","케어 용품"
"100000004","시계・주얼리","200000037","쥬얼리","320001454","쥬얼리 박스 "
"100000004","시계・주얼리","200000037","쥬얼리","320001455","귀찌"
"100000004","시계・주얼리","200000037","쥬얼리","320001456","귀걸이 "
"100000004","시계・주얼리","200000037","쥬얼리","320001457","코사지"
"100000004","시계・주얼리","200000037","쥬얼리","320001458","브로치"
"100000004","시계・주얼리","200000037","쥬얼리","320001459","참"
"100000004","시계・주얼리","200000042","패션 손목시계","300000101","캐쥬얼 시계"
"100000004","시계・주얼리","200000042","패션 손목시계","300000102","포멀 시계"
"100000004","시계・주얼리","200000042","패션 손목시계","300000103","기타 패션 시계"
"100000004","시계・주얼리","200000042","패션 손목시계","300002357","남성 시계"
"100000004","시계・주얼리","200000042","패션 손목시계","300002358","남녀 공용 시계"
"100000004","시계・주얼리","200000042","패션 손목시계","300002359","캐릭터 시계"
"100000004","시계・주얼리","200000042","패션 손목시계","300002360","스포츠・아웃도어 시계"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300000104","카시오"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002362","디젤"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002363","세이코"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002364","닉슨"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002365","시티즌"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002366","지샥"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002367","기타 브랜드 시계"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002796","디앤지 "
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002797","오리엔트"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002798","비비안 웨스트우드"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002799","아디다스"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002800","코치"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002801","마크 제이콥스"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002802","아르마니 "
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002803","구찌 "
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002804","타이맥스"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002805","파슬"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002838","폴리 폴리"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002839","스와치"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002840","마이클 코어스"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002841","알레산드라 올라"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002842","케이트 스페이드"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002843","베이비지"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002844","보이 런던"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002845","게스"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002846","스카겐"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002847","테크노스"
"100000004","시계・주얼리","200000043","브랜드 손목시계","300002848","살바토레 마라"
"100000004","시계・주얼리","200000043","브랜드 손목시계","320001118","다니엘 웰링턴"
"100000003","가방・잡화","200000045","캐리백","300002371","이너백"
"100000003","가방・잡화","200000046","지갑・파우치","300000112","장지갑"
"100000003","가방・잡화","200000046","지갑・파우치","300000765","열쇠 케이스"
"100000003","가방・잡화","200000046","지갑・파우치","300002164","반지갑"
"100000003","가방・잡화","200000046","지갑・파우치","300002165","동전 지갑"
"100000003","가방・잡화","200000046","지갑・파우치","300002166","기타 지갑"
"100000003","가방・잡화","200000046","지갑・파우치","300002375","명함 지갑・카드 케이스"
"100000003","가방・잡화","200000046","지갑・파우치","300002863","파우치"
"100000003","가방・잡화","200000046","지갑・파우치","300003080","포셰트"
"100000003","가방・잡화","200000046","지갑・파우치","320001139","카드 지갑 "
"100000003","가방・잡화","200000047","가방","300000113","핸드백"
"100000003","가방・잡화","200000047","가방","300000115","숄더백"
"100000003","가방・잡화","200000047","가방","300000116","토트백"
"100000003","가방・잡화","200000047","가방","300000117","기타 가방"
"100000003","가방・잡화","200000047","가방","300002163","캐리어백 "
"100000003","가방・잡화","200000047","가방","300002167","클러치백"
"100000003","가방・잡화","200000047","가방","300002169","백팩"
"100000003","가방・잡화","200000047","가방","300002170","보스턴백"
"100000003","가방・잡화","200000047","가방","300002171","에코백"
"100000003","가방・잡화","200000047","가방","300002372","기타 여행 가방"
"100000003","가방・잡화","200000047","가방","300002511","힙색・웨스트백"
"100000003","가방・잡화","200000047","가방","300003081","바디백"
"100000003","가방・잡화","200000047","가방","300003082","바스켓백 "
"100000003","가방・잡화","200000047","가방","320001140","기저귀 가방 "
"100000003","가방・잡화","200000047","가방","320001141","베니티 백 "
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","300000118","비즈니스・서류가방"
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","300000119","백팩"
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","300000120","기타"
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","300002376","메신저백・바디백"
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","300002378","토트백"
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","300002379","힙색・웨스트백"
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","320001470","보스턴백"
"100000044","남성용 가방・슈즈・액세서리","200000048","멘즈 가방","320001471","숄더백"
"100000003","가방・잡화","200000050","머플러・숄","300000763","목도리"
"100000003","가방・잡화","200000050","머플러・숄","300000764","숄"
"100000003","가방・잡화","200000050","머플러・숄","300002382","기타 머플러・숄"
"100000003","가방・잡화","200000050","머플러・숄","300003086","넥워머"
"100000003","가방・잡화","200000051","벨트","300000124","여성 벨트"
"100000003","가방・잡화","200000051","벨트","300002179","남녀 공용"
"100000003","가방・잡화","200000051","벨트","300002383","기타 벨트"
"100000003","가방・잡화","200000052","헤어 액세서리","300000125","헤어 핀"
"100000003","가방・잡화","200000052","헤어 액세서리","300000126","머리띠・헤어 밴드"
"100000003","가방・잡화","200000052","헤어 액세서리","300000127","기타 헤어 액세서리"
"100000003","가방・잡화","200000052","헤어 액세서리","300002180","머리끈・곱창 밴드"
"100000003","가방・잡화","200000052","헤어 액세서리","300003087","헤어 집게"
"100000003","가방・잡화","200000053","안경・선글라스","300000128","선글라스"
"100000003","가방・잡화","200000053","안경・선글라스","300000129","안경"
"100000003","가방・잡화","200000053","안경・선글라스","300000130","기타 안경"
"100000003","가방・잡화","200000053","안경・선글라스","300002182","안경테"
"100000003","가방・잡화","200000053","안경・선글라스","300002384","안경 케이스"
"100000003","가방・잡화","200000053","안경・선글라스","300003090","노안경・돋보기 안경"
"100000008","스포츠","200000067","스포츠신발・잡화","300000202","남성 스포츠 슈즈"
"100000008","스포츠","200000067","스포츠신발・잡화","300000203","여성 스포츠 슈즈"
"100000008","스포츠","200000067","스포츠신발・잡화","300000205","스포츠 백"
"100000008","스포츠","200000067","스포츠신발・잡화","300000206","스포츠 용품"
"100000008","스포츠","200000067","스포츠신발・잡화","300000207","스포츠 액세서리"
"100000008","스포츠","200000067","스포츠신발・잡화","300000209","스포츠 안경・고글"
"100000008","스포츠","200000067","스포츠신발・잡화","300000210","스포츠 모자"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","300000220","해양 스포츠 용품"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","300003035","래쉬가드"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","320000270","수영 경기용 수영복"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","320000271","실내 수영복"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","320000272","기타 수영복 "
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","320000273","다이빙・스노클링"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","320000274","구명 조끼"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","320001480","수영모"
"100000008","스포츠","200000069","수영・수영복・해양 스포츠","320001482","고글"
"100000008","스포츠","200000070","요가・피트니스","300000221","운동복"
"100000008","스포츠","200000070","요가・피트니스","300000222","운동 기구"
"100000008","스포츠","200000070","요가・피트니스","300002776","운동복 상의"
"100000008","스포츠","200000070","요가・피트니스","320000276","슈즈 "
"100000008","스포츠","200000070","요가・피트니스","320000277","운동 머신 "
"100000008","스포츠","200000070","요가・피트니스","320000278","요가 매트"
"100000008","스포츠","200000070","요가・피트니스","320000279","기타 "
"100000008","스포츠","200000071","구기 종목","300000223","축구"
"100000008","스포츠","200000071","구기 종목","300000225","농구"
"100000008","스포츠","200000071","구기 종목","300000226","볼링"
"100000008","스포츠","200000071","구기 종목","300000227","기타 구기 스포츠"
"100000008","스포츠","200000071","구기 종목","320000280","배구"
"100000008","스포츠","200000071","구기 종목","320001476","소프트볼"
"100000008","스포츠","200000071","구기 종목","320001477","야구"
"100000008","스포츠","200000072","라켓・육상・격투기","300000229","육상・조깅・마라톤"
"100000008","스포츠","200000072","라켓・육상・격투기","300000230","격투기"
"100000008","스포츠","200000072","라켓・육상・격투기","300000232","기타 스트릿 스포츠"
"100000008","스포츠","200000072","라켓・육상・격투기","300000233","기타 스포츠"
"100000008","스포츠","200000072","라켓・육상・격투기","320000281","탁구"
"100000008","스포츠","200000072","라켓・육상・격투기","320001474","배드민턴"
"100000008","스포츠","200000072","라켓・육상・격투기","320001475","테니스"
"100000008","스포츠","200000072","라켓・육상・격투기","320001478","체조"
"100000008","스포츠","200000072","라켓・육상・격투기","320001479","댄스"
"100000008","스포츠","200000073","골프용품","300000234","その他"
"100000008","스포츠","200000073","골프용품","300000235","골프채"
"100000008","스포츠","200000073","골프용품","300000236","골프 용품・소품"
"100000008","스포츠","200000073","골프용품","320000282","골프 웨어 "
"100000008","스포츠","200000073","골프용품","320000283","골프 글러브"
"100000008","스포츠","200000073","골프용품","320000284","골프 슈즈 "
"100000008","스포츠","200000073","골프용품","320000285","골프 가방・케이스"
"100000008","스포츠","200000073","골프용품","320000286","골프채 커버 "
"100000008","스포츠","200000073","골프용품","320000287","골프공"
"100000008","스포츠","200000073","골프용품","320000288","라운드 용품・소품 "
"100000008","스포츠","200000073","골프용품","320000289","트레이닝 용품"
"100000045","아웃도어","200000074","등산용품","300000237","등산복"
"100000045","아웃도어","200000074","등산용품","300000238","트레킹 용품"
"100000045","아웃도어","200000074","등산용품","300000239","기타 등산 용품"
"100000045","아웃도어","200000074","등산용품","320001078","등산 가방 "
"100000045","아웃도어","200000075","ウィンタースポーツ","300000243","스노우 보드 용품"
"100000045","아웃도어","200000075","ウィンタースポーツ","300000244","스키 용품"
"100000045","아웃도어","200000075","ウィンタースポーツ","300000246","기타 겨울 스포츠 용품"
"100000045","아웃도어","200000075","ウィンタースポーツ","320001079","여성용 겨울 스포츠복"
"100000045","아웃도어","200000075","ウィンタースポーツ","320001080","남성용 겨울 스포츠복"
"100000045","아웃도어","200000075","ウィンタースポーツ","320001081","스키・스노우 보드용 액세서리 "
"100000054","자전거","200000076","자전거 본체","300000247","접이식 자전거"
"100000054","자전거","200000076","자전거 본체","300000249","시티사이클・로드사이클"
"100000054","자전거","200000076","자전거 본체","300000250","전기 자전거"
"100000054","자전거","200000076","자전거 본체","300003417","유아용・어린이용 자전거 "
"100000054","자전거","200000076","자전거 본체","320000982","하이브리드 자전거・로드 바이크・MTB"
"100000054","자전거","200000076","자전거 본체","320000983","기타 자전거"
"100000009","차 용품","200000077","오토바이 용품","300000253","その他"
"100000009","차 용품","200000077","오토바이 용품","300003284","헬멧"
"100000009","차 용품","200000077","오토바이 용품","320000291","헬멧용 액세서리・부품"
"100000009","차 용품","200000077","오토바이 용품","320000292","바이크 웨어・보호구"
"100000009","차 용품","200000077","오토바이 용품","320000293","오토바이 부품 "
"100000009","차 용품","200000077","오토바이 용품","320000294","오토바이 액세서리 "
"100000009","차 용품","200000077","오토바이 용품","320000296","오일・첨가제"
"100000009","차 용품","200000077","오토바이 용품","320000297","배터리"
"100000009","차 용품","200000077","오토바이 용품","320000298","오토바이 수리 용품 "
"100000009","차 용품","200000077","오토바이 용품","320000299","도난 방지・보안 용품 "
"100000009","차 용품","200000077","오토바이 용품","320001601","오토바이 휠 "
"100000009","차 용품","200000077","오토바이 용품","320001602","타이어"
"100000009","차 용품","200000082","자동차 용품","300000254","네비게이션"
"100000009","차 용품","200000082","자동차 용품","300000257","자동차 부품 "
"100000009","차 용품","200000082","자동차 용품","300000258","기타 자동차 용품"
"100000009","차 용품","200000082","자동차 용품","300002795","배터리"
"100000009","차 용품","200000082","자동차 용품","300002849","타이어"
"100000009","차 용품","200000082","자동차 용품","320000304","액세서리 "
"100000009","차 용품","200000082","자동차 용품","320000305","오일・첨가제"
"100000009","차 용품","200000082","자동차 용품","320000306","루프박스・루프랙"
"100000009","차 용품","200000082","자동차 용품","320000307","자동차 수리 용품 "
"100000009","차 용품","200000082","자동차 용품","320000308","도난 방지・보안 용품 "
"100000009","차 용품","200000082","자동차 용품","320000309","긴급・ 응급 용품"
"100000009","차 용품","200000082","자동차 용품","320000310","트럭 용품 "
"100000015","임산부・유아","200000112","기저귀","300000373","기저귀"
"100000015","임산부・유아","200000112","기저귀","300000374","엉덩이 물티슈"
"100000015","임산부・유아","200000112","기저귀","320000467","기타 "
"100000015","임산부・유아","200000113","유아 스킨케어","300000378","아기용 비누・샴푸"
"100000015","임산부・유아","200000113","유아 스킨케어","320000468","목욕 타올・거즈 손수건"
"100000015","임산부・유아","200000113","유아 스킨케어","320000469","목욕 완구 "
"100000015","임산부・유아","200000113","유아 스킨케어","320000470","기타 "
"100000015","임산부・유아","200000115","임부복","300000379","임산부용 원피스"
"100000015","임산부・유아","200000115","임부복","300000381","임산부용 레깅스・스타킹"
"100000015","임산부・유아","200000115","임부복","300000382","임산부용 상의"
"100000015","임산부・유아","200000115","임부복","300000384","産後リフォーム用品"
"100000015","임산부・유아","200000115","임부복","300000386","기타 임부복"
"100000015","임산부・유아","200000115","임부복","320001581","파자마"
"100000015","임산부・유아","200000115","임부복","320001582","임산부용 속옷 "
"100000015","임산부・유아","200000115","임부복","320001588","임산부용 스커트"
"100000015","임산부・유아","200000115","임부복","320001589","임산부용 바지 "
"100000015","임산부・유아","200000116","산전・산후 소품","300000387","임산부용 튼살 크림"
"100000015","임산부・유아","200000116","산전・산후 소품","300000389","산전・산후 용품 기타"
"100000015","임산부・유아","200000116","산전・산후 소품","320000471","임산부용 식품"
"100000015","임산부・유아","200000116","산전・산후 소품","320001583","산모 수첩 케이스 "
"100000015","임산부・유아","200000116","산전・산후 소품","320001585","임산부용 가방"
"100000015","임산부・유아","200000117","유아복","300000390","턱받이"
"100000015","임산부・유아","200000117","유아복","300000391","포대기"
"100000015","임산부・유아","200000117","유아복","300000392","상의"
"100000015","임산부・유아","200000117","유아복","300000393","아우터"
"100000015","임산부・유아","200000117","유아복","300000394","유아용 바지"
"100000015","임산부・유아","200000117","유아복","300000398","유아용 수영복"
"100000015","임산부・유아","200000117","유아복","300000399","유아용 신발・양말"
"100000015","임산부・유아","200000117","유아복","300000400","유아용 속옷・파자마"
"100000015","임산부・유아","200000117","유아복","300000402","유아복 기타"
"100000015","임산부・유아","200000117","유아복","320001577","상하의 세트 "
"100000015","임산부・유아","200000117","유아복","320001578","유아용 우주복"
"100000015","임산부・유아","200000117","유아복","320001579","스커트"
"100000015","임산부・유아","200000117","유아복","320001580","원피스"
"100000015","임산부・유아","200000117","유아복","320001586","유아용 장갑"
"100000015","임산부・유아","200000117","유아복","320001587","유아용 모자"
"100000015","임산부・유아","200000118","수유・식사","300000403","젖병"
"100000015","임산부・유아","200000118","수유・식사","300000405","유아용 식기"
"100000015","임산부・유아","200000118","수유・식사","300000406","분유"
"100000015","임산부・유아","200000118","수유・식사","300000407","기타 "
"100000015","임산부・유아","200000118","수유・식사","320000479","유아용 식품 "
"100000015","임산부・유아","200000118","수유・식사","320000480","턱받이"
"100000015","임산부・유아","200000119","침구・가구","300000409","아기 의자"
"100000015","임산부・유아","200000119","침구・가구","300003177","놀이 매트"
"100000015","임산부・유아","200000119","침구・가구","320000481","수납 용품"
"100000015","임산부・유아","200000119","침구・가구","320000482","기타 "
"100000015","임산부・유아","200000119","침구・가구","320001590","아기 침대 "
"100000015","임산부・유아","200000119","침구・가구","320001591","이불 "
"100000015","임산부・유아","200000120","유아 외출용품","300000411","유모차 "
"100000015","임산부・유아","200000120","유아 외출용품","320000484","유모차 액세서리 "
"100000015","임산부・유아","200000121","유아 안전용품","300000410","보행기"
"100000015","임산부・유아","200000121","유아 안전용품","300000415","유아용 안전문"
"100000015","임산부・유아","200000121","유아 안전용품","320000485","모서리 보호대"
"100000015","임산부・유아","200000121","유아 안전용품","320000486","기타 "
"100000015","임산부・유아","200000122","출산축하","300000417","기저귀 케이크"
"100000015","임산부・유아","200000122","출산축하","320000491","추억・기념 상품"
"100000015","임산부・유아","200000122","출산축하","320000492","선물 세트 "
"100000016","키즈 패션","200000123","여아용 아동복","300000418","티셔츠・블라우스"
"100000016","키즈 패션","200000123","여아용 아동복","300000420","점퍼・코트・자켓"
"100000016","키즈 패션","200000123","여아용 아동복","300000421","바지・레깅스"
