Brand No.,Brand Title,English,Japanese,Maker title 
79921,鯛勝産業,taikatsu-sangyo,鯛勝産業,
79923,東彼セラミックス,Tohi ceramics,東彼セラミックス,
79924,湯島エンタープライズ,YUSHIMA ENTER PRISE,湯島エンタープライズ,
79925,さくら製作所,Sakura Works,さくら製作所,
79927,シャークニンジャ,SharkNinja,シャークニンジャ,
79928,カズ,Kaz,カズ,
79929,ノーフロスト,NORFROST,ノーフロスト,
79930,ネオドリーム,neo-dream,ネオドリーム,
79931,北川工業,KITAGAWA INDUSTRIES,北川工業,
79932,レッドスパイス,RED SPYCE,レッドスパイス,
79933,ヒラ商,hirasho,ヒラ商,
79934,イサム,ISAMU,イサム,
79935,日本電興,NIHONDENKO,日本電興,
79941,エクスイディアル,EXIDEAL,エクスイディアル,
79942,カフェッソ,Caffesso,カフェッソ,
79943,ケーブイケー,KVK,ケーブイケー,
79944,ラブリコ,LABRICO,ラブリコ,
79945,オークス,AUX,オークス,
79946,リッチー,RITCHEY,リッチー,
79947,ベレッゾ,BEREZO,ベレッゾ,
79937,青芳,AOYOSHI,アオヨシ,
79938,シナジートレーディング,Synergy Trading,シナジートレーディング,
79939,シケン,shiken,シケン,
79949,アール・エッチ・エス,RHS,アールエッチエス,
79952,石田,Ishida,石田,
79954,シマダ,SHIMADA,シマダ,
79956,アスプルンド,ASPLUND,アスプルンド,
79960,ハナオカ,hanaoka,ハナオカ,
79961,イズミズ,ISMZ,イズミズ,
79962,風と光,kazetohikari,かぜとひかり,
79963,エンプレイス,Nplace,エンプレイス,
79964,アリオン,ARION,アリオン,
79958,メネデール,Menedael,メネデール,
79966,ニュートリエアー,NUTRIAIR,ニュートリエアー,
79967,スノーフリークス,SNOW FREAKS,スノーフリークス,
79969,モーフィーリチャーズ,morphy richards,モーフィーリチャーズ,
79971,レメックスジャパン,Remex Japan,レメックスジャパン,
79972,前田硝子,MAEDA GLASS,前田硝子,
79980,カースル,CASLE,カースル,
79981,トーコネ,to-conne,トーコネ,
79982,アルゴフラッシュ,ALGOFLASH,アルゴフラッシュ,
79983,グッディグラムス,Goody Grams,グッディグラムス,
79984,フィッシュ,FIIIIISH,フィッシュ,
79985,稲葉製作所,INABA SEISAKUSHO,稲葉製作所,
79986,シモタニ,Shimotani,シモタニ,
79987,クレアレッセ,CREARESSE,クレアレッセ,
79989,丸山製作所,MARUYAMA MFG,丸山製作所,
79990,松尾刃物製作所,matsuo hamono,松尾刃物製作所,
79991,スーパー工業,super-ace,スーパー工業,
79992,永光,eiko,永光,
79993,エテルナ,ETERNA,エテルナ,
79996,兼弥産業,KANEYA,兼弥産業,
79997,ヴィトラ,Vitra,ヴィトラ,
79999,コルビー,CORBY,コルビー,
80000,ビビディ,VIVIDAY,ビビディ,
80001,水友,MIZUTOMO,水友,
80004,デジオ,Digio,デジオ,
80005,友禅丸菱,yuzenmarubishi,友禅丸菱,
80006,レアックジャパン,reac JAPAN,レアックジャパン,
80007,フジローヤル,FUJIROYAL,フジローヤル,
80008,伊勢藤,ISETO,伊勢藤,
80009,島産業,SHIMASANGYO,島産業,
80010,東亜通商,toa-tusho,東亜通商,
80013,デイトナ,DAYTONA,デイトナ,
80014,フォーラル,Forall,フォーラル,
80016,グリーンパン,GREEN PAN,グリーンパン,
80017,イーストパール,EastPearl,イーストパール,
80018,キャンブロ,CAMBRO,キャンブロ,
80019,アクアバンク,Aqua Bank,アクアバンク,
80021,アマテラス,AMATERUS,アマテラス,
80022,イコールズ,EQUALS,イコールズ,
80023,ナカムラ,NAKAMURA,ナカムラ,
80025,インターセントラル,INTERCENTRAL,インターセントラル,
80026,ソニックスクラバー,sonicscrubber,ソニックスクラバー,
80027,タバタ,Tabata,タバタ,
80028,トライウイン,Trywin,トライウイン,
80029,サンファミリー,SUN FAMILY,サンファミリー,
80030,アイデックス,IDEX,アイデックス,
80031,静和貿易,SEIWA TRADING,静和貿易,
80032,エル光源,L-Kougen,エル光源,
80033,アナバス,ANABAS,アナバス,
80034,ビッグバイオ,BIG BIO,ビッグバイオ,
80035,アステージ,Astage,アステージ,
80036,イノマタ化学,inomata,イノマタ化学,
80037,東京たばこ商事,TTS,東京たばこ商事,
80038,ナチュラルデザイン,NATURALdesign,ナチュラルデザイン,
80039,ベストキャリー,BESTCARRY,ベストキャリー,
80040,アルミス,ALUMIS,アルミス,
80041,クイーンズアイロン,Queens IRON,クイーンズアイロン,
80049,充英アート,Juei Art,充英アート,
80051,華芝ジャパン,Kashiba,華芝ジャパン,
80052,カルチベーター,CULTIVATOR,カルチベーター,
80053,共和開発,kyouwa ,共和開発,
80054,ソフト・シリカ,softsilica,ソフトシリカ,
80056,栄工業,sakae kogyo,栄工業,
80058,三共コーポレーション,SANKYOU,三共コーポレーション,
80062,エコ・クリーン,eco-clean,エコクリーン,
80063,トゥルニエ,TURNIER,トゥルニエ,
80064,光陽産業,koyosangyo,光陽産業,
80066,ベポレッソ,VAPORESSO,ベポレッソ,
80071,ショウワタナベ,SHO WATANABE,ショウワタナベ,
80072,ステルス,STLTH,ステルス,
80081,共和,Kyowa,共和,
80082,コンテック,KONTEC,コンテック,
80083,スリットポット,slitpot,とんでもないポット,
80084,福島工業,Fukushima,福島工業,
80085,カイホウジャパン,KAIHOU,カイホウジャパン,
80086,セキュネット,SECUNET,セキュネット,
80087,ワフーフィットネス,Wahoo Fitness,ワフーフィットネス,
80088,H&C技術研究所,handc-techno,H&C技術研究所,
80089,ブガッティ・イタリー,BUGATTI ITALY,ブガッティイタリー,
80075,モサ,MOSA,モサ,
80076,下村企販,SHIMOMURA KIHAN,下村企販,
80078,富士メディック,FUJIMEDIC,富士メディック,
80079,ファンヴィーノ,funvino,ファンヴィーノ,
80068,カリスハイファイブ,Charis HIGH FIVE,カリスハイファイブ,
80091,アクアリード,AQUALEAD,アクアリード,
80092,ビタボン,VITABON,ヴィタボン,
80094,ビタシグジャパン,VITACIG JAPAN,ビタシグジャパン,
80095,VITAkiss,VITAkiss,ビタキッス,
80096,Wired Beans,Wired Beans,ワイヤードビーンズ,
80098,ラウダ,lauda,ラウダ,
80099,アズマ工業,azuma,アズマ工業,
80100,テシー,tesy,テシー,
80101,lightec,lightec,ライテック,
80102,三ッ谷電機,Mitsutani Electric,三ッ谷電機,
80103,エヌシーディ,NCD,日本コンピューターダイナミクス,
80105,クロシオ,KUROSHIO,クロシオ,
80106,タキガワ,takigawa,タキガワ,
80107,セーブ・インダストリー,SAVE INDUSTRY,セーブインダストリー,
80108,自然社,shizen-sha,自然社,
80109,リンテック21,LINTEC21,リンテック21,
80110,エクスレディア,XLEDIA,エクスレディア,
80111,オノエマン,ONOEMAN,尾上萬,
80112,スマートキャンドル,smart candle,スマートキャンドル,
80113,的場電機製作所,Matoba Electric Manuf,的場電機製作所,
80114,ラブロス,LABROS,ラブロス,
80115,小久保工業所,KOKUBO,小久保工業所,
80117,日本精密測器,NISSEI,日本精密測器,
80123,岩鋳,IWACHU,岩鋳,
80124,スタイルクレア,STYLECREA,スタイルクレア,
80125,カクセー,Kakusee,カクセー,
80127,サラブ,SALAV,サラブ,
80128,ジーマックス,Zee-Max,ジーマックス,
80129,三浦園芸,MIURA,三浦園芸,
80130,日産化学工業,Nissan Chemical,ラウンドアップ,
80121,カルロッタ,karlotta,カルロッタ,
80140,ワールドクリエイト,WORLD CREATE,ワールドクリエイト,
80142,ソルシオン,SOLCION,ソルシオン,
80143,マルト長谷川工作所,MARUTO HASEGAWA,マルト長谷川工作所,
80144,ビッテ,biite,ビッテ,
80145,丸和貿易,MARUWA,丸和貿易,
80150,トップフィールド,top-field,トップフィールド,
80151,ローレット,Rowlett,ローレット,
80152,坂謙,SAKAKEN,坂謙,
80153,ソーダスパークル,SodaSparkle,ソーダスパークル,
80154,アレグレ,Alegre,アレグレ,
80155,アクティノ,Actino,アクティノ,
80156,時代健康研究,Jidaikenkokenkyu,時代健康研究,
80157,フッカデザイン,HUKKA DESIGN,フッカデザイン,
80158,ディダカイト,didakites,ディダカイト,
80159,川上工業,kawakami-kogyo,川上工業,
80162,ノースステイツ,North States,ノースステイツ,
80165,オルゴ,ALLGO,オルゴ,
80166,多摩電子工業,Tama's,多摩電子工業,
80167,ニトムズ,nitoms,ニトムズ,
80168,マルカイコーポレーション,MARUKAI CORPORATION,マルカイコーポレーション,
80172,トライテック,Tritec,トライテック,
80173,ソーラス,SOLUS,ソーラス,
80174,アイセン,Aisen,アイセン,
80176,コモライフ,ComoLife,コモライフ,
80177,ミミー電子,MIMY,ミミー電子,
80178,ヴァンテック,VINTEC,ヴァンテック,
80179,ミザールテック,MIZAR,ミザールテック,
80180,エグゼラックス,EXELUX,エグゼラックス,
80181,ハセッパー技研,HACCPPER,ハセッパー技研,
80170,コヴィア,Covia,コヴィア,
80183,タカラ産業,TAKARA ,タカラ産業,
80188,シンカテック,SINKATEC,シンカテック,
80189,ヒロショウ,HIROSHO,ヒロショウ,
80190,岩谷マテリアル,Iwatani Materials,岩谷マテリアル,
80191,ピュアリビング,PureLiving,ピュアリビング,
80193,ヤサキ,yasaki,ヤサキ,
80194,エムシー緑化,MCRYOKKA,エムシー緑化,
80202,フタワ,FUTAWA,フタワ,
80203,アドスト,ADST,アドスト,
80204,ルクス,LUXS,ルクス,
80205,サカタのタネ,sakataseed,サカタのタネ,
80206,ソリス,Solis,ソリス,
80207,ウインドウメイト,WINDOWMATE,ウインドウメイト,
80208,エムワイエス,MYS,エムワイエス,
80211,アイスパイク,iSPIQ,アイスパイク,
80212,アンデス電気,ANDES ELECTRIC,アンデス電気,
80213,サンパック,SUNPAK,サンパック,
80214,ハイマウント,High MOUNT,ハイマウント,
80215,ブライトンネット,BrightonNET,ブライトンネット,
80216,ホーリック,HORIC,ホーリック,
80217,ランドポート,Landport,ランドポート,
80218,ベビーロック,babylock,ベビーロック,
80219,メテックス,METEX,メテックス,
80197,本宏製作所,HONKO,本宏製作所,
80198,フローバル,FLOBAL,フローバル,
80199,ログバー,Logbar,ログバー,
80225,エトランジェディコスタリカ,etranger di costarica,エトランジェディコスタリカ,
80226,マキノトレーディング,Makino Trading,マキノトレーディング,
80227,トラスコ中山,TRUSCO NAKAYAMA,トラスコ中山,
80228,原沢製薬工業,harasawa seiyaku,原沢製薬工業,
80229,キャメルバック,CAMELBAK,キャメルバック,
80230,星光産業,Seikosangyo,星光産業,
80231,ルミノア,Le minor,ルミノア,
80232,まめいた,Mameita,まめいた,
80233,エンフレン,Enfren,エンフレン,
80234,フィフティ,FIFTY,フィフティ,
80240,大日向商会,OOHINATA,大日向商会,
80241,ハーフェレ,Hafele,ハーフェレ,
80242,田窪工業所,TAKUBO,田窪工業所,
80243,ポップリベット・ファスナー,NIPPON POP RIVETS AND FASTENERS,ポップリベットファスナー,
80244,インバイト,INBYTE,インバイト,
80245,佐藤産業,satoh-sangyo,佐藤産業,
80246,セラミス,SERAMIS,セラミス,
80247,ジャパン蘭土,japan-lando,ジャパン蘭土,
80248,フジッコ,Fujicco,フジッコ,
80249,加美電機,kamidenki,加美電機,
80236,ハイポネックス,hyponex,ハイポネックス,
80237,カネコ種苗,kanekoseeds,カネコ種苗,
80238,エーワークス,A-Works,エーワークス,
80251,池商,ikesho,池商,
80252,山真製鋸,yamashin seikyo,山真製鋸,
80253,Innokin,Innokin,イノキン,
80254,ミスタービームス,MR BEAMS,ミスタービームス,
80255,パヴォーニ,Pavoni,パヴォーニ,
80256,イタリア商事,italia shoji,イタリア商事,
80258,ベルボン,Velbon,ベルボン,
80259,アクティブ,active,アクティブ,
80260,オーピーラボ,OPLAB,オーピーラボ,
80261,平野商会,hirano-shokai,平野商会,
80262,サンプラテック,SANPLATEC,サンプラテック,
80263,イーフォス,EFOS,イーフォス,
80264,DENBA,DENBA,デンバ,
80266,カドークオーラ,cado cuaura,カドークオーラ,
80268,ライフフィット,LIFE FIT,ライフフィット,
80273,ストライプアンドビルド,STRIPE AND BUILD,ストライプアンドビルド,
80274,リープヘル,LIEBHERR,リープヘル,
80275,ピー・エム・ジェー,PMJ,ピーエムジェー,
80278,エレミア,elemiah,エレミア,
80279,ラマルゾッコ,la marzocco,ラマルゾッコ,
80288,アジア産業,asia-sangyo,アジア産業,
80289,アラミック,Arromic,アラミック,
80290,イトーキ,ITOKI,イトーキ,
80291,エスケイネット,SKNET,エスケイネット,
80292,カワグチ,kawaguchi,カワグチ,
80293,ジャパンホビーツール,JAPAN HOBBY TOOL,ジャパンホビーツール,
80296,ヤマトプロテック,YAMOTO PROTEC,ヤマトプロテック,
80297,ラッキーウエスト,Luckywest,ラッキーウエスト,
80298,リンクスインターナショナル,Linksinternational,リンクスインターナショナル,
80299,東江物産,Toko Trading,東江物産,
80300,日本電熱,Nihon Dennetsu,日本電熱,
80302,コロナ電業,corona-dengyo,コロナ電業,
80303,石崎資材,ISHIZAKI,石崎資材,
80304,オプテックス,OPTEX,オプテックス,
80305,ソメラ,SOMELA,ソメラ,
80306,ニッタン,NITTAN,ニッタン,
80307,ラックスマン,LUXMAN,ラックスマン,
80308,ラッキートレンディ,LUCKY TRENDY,ラッキートレンディ,
80309,サクライ貿易,SAKURAI,サクライ貿易,
80310,カラークリエーション,Color Creation,カラークリエーション,
80311,オーディオボーン,AUDIO BONE,オーディオボーン,
80312,ロードウォーリア,ROAD WARRIOR,ロードウォーリア,
80321,フォトファースト,PhotoFast,フォトファースト,
80322,スーパーフロスト,SUPERFROST,スーパーフロスト,
80323,ニッシンショウジ,日清商事,ニッシンショウジ,
80324,日本セラミック,NIPPON CERAMIC,日本セラミック,
80325,伊藤超短波,itolator,伊藤超短波,
80326,アイジーエム,IGM,アイジーエム,
80327,セイテック,SEITEC,セイテック,
80328,ハシー工業,HASHY,ハシー工業,
80316,レダ,Leda,レダ,
80317,ユニテク,Unitech,ユニテック,
80318,下村工業,shimomura-kogyo,下村工業,
80334,フォースメディア,Force Media,フォースメディア,
80335,シンワ工業,shinwa kogyo,シンワ工業,
80336,バレラ,VALERA,バレラ,
80337,蝶プラ工業,CHOPLA,蝶プラ工業,
80338,サナダ精工,sanadaseiko,サナダ精工,
80339,ゴトープラスチック,GOTO PLASTIC,ゴトープラスチック,
80332,東海,TOKAI,東海,
80341,スコーシュ,Scosche,スコーシュ,
80343,フェニックス・ライフ,PHOENIXLIFE,フェニックスライフ,
80346,ジェイメック,JMEC,ジェイメック,
80347,ユラ,JURA,ユラ,
80348,墨運堂,boku-undo,墨運堂,
80349,ウェーブコーポレーション,Wave Corporation,ウェーブコーポレーション,
80350,エムジー・ワールド,MG WORLD,エムジーワールド,
80351,ジェイアンドダブルトレーディング,jandwtrading,ジェイアンドダブルトレーディング,
80356,エボルヴ,evolve,エボルヴ,
80357,ゴールゼロ,GOAL ZERO,ゴールゼロ,
80358,ネカップ,Ne-cap,ネカップ,
80359,モイスティーヌ,moisteane,モイスティーヌ,
80360,ベルハウエル,BELL HOWELL,ベルハウエル,
